layer,final_vs_top1,final_vs_topk,top1_vs_topk
1,0.609375,-0.01711178570985794,0.0519932322204113
2,0.66943359375,0.6702287197113037,1.000349760055542
3,0.626953125,0.7047953605651855,0.9692637920379639
4,0.78369140625,0.5837827324867249,0.7847427129745483
5,0.8173828125,0.8186296224594116,1.0000190734863281
6,0.8134765625,0.8138195276260376,0.9994879961013794
7,0.80908203125,0.8095718622207642,0.9991097450256348
8,0.8349609375,0.8352712988853455,0.9996504187583923
9,0.83251953125,0.834132730960846,0.9984441995620728
10,0.87353515625,0.8728189468383789,0.9990895986557007
11,0.88818359375,0.8909043073654175,0.9979198575019836
12,0.87939453125,0.881601095199585,0.9980607032775879
13,0.8818359375,0.8874634504318237,0.9972310066223145
14,0.86376953125,0.8653610944747925,0.9993096590042114
15,0.91796875,0.9196397066116333,0.9987093210220337
16,0.861328125,0.8880517482757568,0.9913462996482849
17,0.8935546875,0.893123984336853,0.9991475939750671
18,0.9150390625,0.9157091379165649,0.9995380640029907
19,0.927734375,0.9331865906715393,0.9954177737236023
20,0.90966796875,0.9101039171218872,0.9996966123580933
21,0.91455078125,0.9155213832855225,0.997956395149231
22,0.8759765625,0.8760566711425781,0.9995341300964355
23,0.92236328125,0.9220795631408691,1.0001885890960693
24,0.85986328125,0.8672795295715332,0.9900765419006348
25,0.90234375,0.8943603038787842,0.9978439211845398
26,0.8447265625,0.15385335683822632,0.18519318103790283
27,0.60009765625,0.374098539352417,0.6490265130996704
