layer,final_vs_top1,final_vs_topk,top1_vs_topk
1,0.66455078125,0.6718760132789612,0.9963568449020386
2,0.62060546875,0.6188443899154663,0.9997828006744385
3,0.560546875,0.6609919667243958,0.9559903144836426
4,0.1131591796875,0.18752527236938477,0.9956471920013428
5,0.77587890625,0.7758094072341919,0.999833345413208
6,0.7900390625,0.7900094985961914,1.0001124143600464
7,0.7724609375,0.7729387283325195,0.9998350143432617
8,0.79150390625,0.7948038578033447,0.9938884973526001
9,0.80419921875,0.8093807697296143,0.997146487236023
10,0.83984375,0.8426092863082886,0.9971160888671875
11,0.8857421875,0.8867675065994263,0.9998142123222351
12,0.853515625,0.8539400696754456,0.9999842643737793
13,0.88037109375,0.8801897764205933,0.9992960095405579
14,0.8759765625,0.8768096566200256,0.9998619556427002
15,0.888671875,0.8884077668190002,0.9996797442436218
16,0.90673828125,0.9074143171310425,1.0000135898590088
17,0.93408203125,0.9345676898956299,0.9993167519569397
18,0.87158203125,0.8722326755523682,0.9992393255233765
19,0.92578125,0.9255175590515137,0.9993083477020264
20,0.92138671875,0.922150731086731,0.9992595911026001
21,0.935546875,0.936377763748169,0.9995747804641724
22,0.935546875,0.9352355599403381,0.9997135996818542
23,0.95166015625,0.9526114463806152,0.9998632669448853
24,0.95849609375,0.9586443901062012,0.9997491836547852
25,0.919921875,0.9208905100822449,0.9987425804138184
26,0.0197296142578125,0.04821120947599411,0.9994058609008789
27,0.7158203125,0.7357069849967957,0.9981150031089783
