layer,final_vs_top1,final_vs_topk,top1_vs_topk
1,0.693359375,0.6932164430618286,1.0003135204315186
2,0.66943359375,0.6667298674583435,0.998796820640564
3,0.63720703125,0.6371316909790039,1.0002596378326416
4,0.1878662109375,0.3430304527282715,0.9792956709861755
5,0.73046875,0.7311039566993713,1.0000159740447998
6,0.81201171875,0.8148282766342163,0.9960778951644897
7,0.7294921875,0.7326893210411072,0.999150276184082
8,0.79443359375,0.7967419028282166,0.9989473819732666
9,0.79296875,0.7932959794998169,0.9995065331459045
10,0.833984375,0.8341876268386841,1.000182867050171
11,0.8828125,0.8832186460494995,0.9979585409164429
12,0.85107421875,0.8521429300308228,0.9993183612823486
13,0.85498046875,0.8651404976844788,0.9983914494514465
14,0.8447265625,0.8484699726104736,0.9982373714447021
15,0.87548828125,0.8765467405319214,0.9990031719207764
16,0.92041015625,0.9226558208465576,0.9986684918403625
17,0.8876953125,0.8881956338882446,0.9998867511749268
18,0.90966796875,0.9107909202575684,0.9995859265327454
19,0.9248046875,0.9239146709442139,0.9993863105773926
20,0.82861328125,0.8348250389099121,0.997607409954071
21,0.9111328125,0.9114238619804382,0.9997470378875732
22,0.8896484375,0.8939269781112671,0.9947912693023682
23,0.9033203125,0.8959754109382629,0.9752246141433716
24,0.904296875,0.9060319662094116,0.9992900490760803
25,0.90185546875,0.9074029326438904,0.9940202236175537
26,-0.0158843994140625,-0.0028480440378189087,0.9996855854988098
27,0.6962890625,0.7097259759902954,0.9525350332260132
