layer,final_vs_top1,final_vs_topk,top1_vs_topk
1,0.67236328125,0.6696089506149292,0.9997020363807678
2,0.70703125,0.6888719201087952,0.9965236186981201
3,0.5478515625,0.6395629048347473,0.9578155279159546
4,0.1268310546875,0.27939414978027344,0.9783862829208374
5,0.7548828125,0.7553043365478516,0.9997097253799438
6,0.80712890625,0.8072746992111206,1.0000550746917725
7,0.75,0.7522932291030884,0.9997574687004089
8,0.78271484375,0.7835628986358643,0.9989213943481445
9,0.76953125,0.7716190814971924,0.9989551305770874
10,0.7490234375,0.7530347108840942,0.9977942109107971
11,0.87548828125,0.8752309083938599,0.9984512329101562
12,0.8623046875,0.8646939992904663,0.9982942342758179
13,0.8896484375,0.8898842334747314,0.9950966835021973
14,0.88232421875,0.8880987167358398,0.9943373203277588
15,0.79541015625,0.7982628345489502,0.9994267225265503
16,0.88818359375,0.9022293090820312,0.993624210357666
17,0.91748046875,0.9309984445571899,0.9902384281158447
18,0.900390625,0.9056439399719238,0.999005913734436
19,0.9189453125,0.9295545220375061,0.9980143308639526
20,0.8876953125,0.912362813949585,0.9911028742790222
21,0.93896484375,0.9466028213500977,0.9968717098236084
22,0.9423828125,0.9423913955688477,1.0000983476638794
23,0.943359375,0.9431481957435608,0.9992110133171082
24,0.953125,0.9474304914474487,0.9923337697982788
25,0.9033203125,0.9315625429153442,0.9892311096191406
26,0.034393310546875,0.06081291288137436,0.9996938109397888
27,0.76416015625,0.7818893194198608,0.9953780770301819
