layer,final_vs_top1,final_vs_topk,top1_vs_topk
1,0.5908203125,0.5910572409629822,1.0000653266906738
2,0.59130859375,0.5915860533714294,1.0002189874649048
3,0.6689453125,0.6574167609214783,0.9963275194168091
4,0.81640625,0.8162451982498169,1.0000678300857544
5,0.70947265625,0.7099807858467102,0.9997557401657104
6,0.8447265625,0.8452975749969482,0.9998763799667358
7,0.857421875,0.8576463460922241,0.9999669194221497
8,0.87841796875,0.8788036704063416,0.999332070350647
9,0.83642578125,0.8369522094726562,0.9997422099113464
10,0.859375,0.8601845502853394,0.9997421503067017
11,0.69873046875,0.6982566118240356,1.0004463195800781
12,0.90966796875,0.9110344648361206,0.9998124241828918
13,0.90185546875,0.9161275625228882,0.9953662157058716
14,0.8349609375,0.8352633118629456,0.9999185800552368
15,0.89453125,0.8948777914047241,1.000009536743164
16,0.88427734375,0.8860781788825989,0.9994438886642456
17,0.82275390625,0.8174867630004883,0.9819635152816772
18,0.83642578125,0.8363061547279358,1.0003302097320557
19,0.91455078125,0.9151621460914612,0.9998908638954163
20,0.890625,0.8906313180923462,0.9999578595161438
21,0.89794921875,0.9002331495285034,0.9995211362838745
22,0.86572265625,0.8658678531646729,0.9989510774612427
23,0.9248046875,0.9243709444999695,0.9995949864387512
24,0.94287109375,0.9452853798866272,0.9989157915115356
25,0.85693359375,0.8779526352882385,0.9788846969604492
26,0.71728515625,0.7176976203918457,0.9998143911361694
27,0.7216796875,0.5318146347999573,0.8192462921142578
