layer,final_vs_top1,final_vs_topk,top1_vs_topk
1,0.669921875,0.6699686646461487,0.9997981786727905
2,0.6884765625,0.6893983483314514,0.9995178580284119
3,0.564453125,0.6352574229240417,0.9829129576683044
4,0.1468505859375,0.2593885064125061,0.9888455867767334
5,0.77978515625,0.7848061919212341,0.9978793859481812
6,0.8212890625,0.8269636631011963,0.9967721104621887
7,0.81640625,0.8170996308326721,0.9995201230049133
8,0.81005859375,0.8150315284729004,0.992723822593689
9,0.8251953125,0.8249197602272034,0.9991939663887024
10,0.8193359375,0.8356870412826538,0.9915891885757446
11,0.8759765625,0.8765054941177368,0.9994996190071106
12,0.86865234375,0.8710401058197021,0.9976891279220581
13,0.86572265625,0.8703243136405945,0.9946755170822144
14,0.87451171875,0.8787366151809692,0.9956158995628357
15,0.8916015625,0.896903395652771,0.9958356022834778
16,0.88134765625,0.881619930267334,0.9994348287582397
17,0.89111328125,0.8936295509338379,0.9956763386726379
18,0.921875,0.9215226769447327,0.9998440742492676
19,0.921875,0.9234387278556824,0.9994312524795532
20,0.91650390625,0.9173245429992676,0.9984762668609619
21,0.9169921875,0.916639506816864,0.9979360699653625
22,0.90283203125,0.9028425812721252,0.9995930194854736
23,0.921875,0.9258033633232117,0.9990022778511047
24,0.8984375,0.9097299575805664,0.9954038262367249
25,0.92919921875,0.9371851682662964,0.9960236549377441
26,0.8505859375,0.1477450132369995,0.18105947971343994
27,0.5244140625,0.4921809434890747,0.736763596534729
