arxiv_num,perplexity
1,54.17215347290039
2,221.34996032714844
3,5.710439205169678
4,10.991349220275879
5,27.295515060424805
6,14.913991928100586
7,9.313880920410156
8,41.359928131103516
9,37.858482360839844
10,289.81378173828125
11,6.358908653259277
12,98.24462127685547
13,69.88375854492188
14,6.336050510406494
15,25.194259643554688
16,51.66508865356445
17,27.5939998626709
18,707.679443359375
19,28.32813262939453
