github_num,perplexity
1,3.8914945125579834
2,4.263690948486328
3,3.486578941345215
4,4.596592903137207
5,6.048313140869141
6,459.7333679199219
7,2.967456579208374
8,2.1158320903778076
9,3.6954760551452637
10,2.101868152618408
11,4.301069736480713
12,1.7455859184265137
13,5.523175239562988
14,2.2722361087799072
15,3.2498021125793457
16,15.172160148620605
17,3.98245906829834
18,67.07072448730469
19,5.178918361663818
20,2.2316489219665527
21,5.5742573738098145
22,350.77386474609375
23,4.331651210784912
24,2.446753978729248
25,2.5569865703582764
26,3.5212998390197754
27,510.0793151855469
28,3.0409207344055176
29,3.095245361328125
30,2.3626174926757812
31,3.7223706245422363
32,2.9839370250701904
33,3.442713499069214
34,2.777348756790161
35,3.015275478363037
36,11.943787574768066
37,9.497544288635254
38,34.19337844848633
39,14.333706855773926
40,51.70295333862305
41,5470.72412109375
42,1.7976570129394531
43,1.3808242082595825
44,11.189455032348633
45,3.1011476516723633
46,4.090777397155762
47,8.158699989318848
48,2.0376460552215576
