french-qa_num,perplexity
1,8.296052932739258
2,5.487347602844238
3,6.610613822937012
4,4.062629699707031
5,5.755122184753418
6,6.239567756652832
7,4.780856132507324
8,6.2582526206970215
9,5.032373905181885
10,5.632356643676758
11,8.46710205078125
12,7.420887470245361
13,5.5801286697387695
14,7.514639854431152
15,5.842131614685059
16,6.352004051208496
17,5.8616557121276855
18,6.7615532875061035
19,6.527225971221924
20,4.123101711273193
21,4.342840194702148
22,4.045761585235596
23,5.752569198608398
24,5.076295852661133
25,5.132657051086426
26,5.468050956726074
27,5.422324180603027
28,3.793762445449829
29,5.451152324676514
30,5.1469407081604
31,4.42662239074707
32,3.868605852127075
33,5.4249773025512695
34,4.661231517791748
35,5.8336710929870605
36,5.021587371826172
37,4.958113670349121
38,5.3999857902526855
39,4.652510643005371
40,5.424607276916504
41,5.2204766273498535
42,4.303210258483887
43,6.052922248840332
44,4.952509880065918
45,5.791333198547363
46,5.831854820251465
47,3.5252068042755127
48,7.500823020935059
49,5.122726917266846
50,6.059370040893555
51,6.280309677124023
52,6.113581657409668
53,4.795332908630371
54,5.853617191314697
55,4.772904396057129
56,5.985042572021484
57,5.031458377838135
58,4.6823906898498535
59,5.843761444091797
60,7.150918483734131
61,5.422996520996094
62,8.502790451049805
63,6.038273334503174
64,4.869222640991211
65,6.476840496063232
66,5.775718688964844
67,5.677487850189209
68,6.610286712646484
69,4.300034999847412
70,6.332585334777832
71,5.715590953826904
72,5.513380527496338
73,5.4843549728393555
74,5.871696472167969
75,5.864080905914307
76,6.973430156707764
77,6.804986000061035
78,5.130630970001221
79,6.521412372589111
80,4.799642562866211
81,5.343662738800049
82,4.711357116699219
83,4.844445705413818
84,5.446571350097656
85,4.743962287902832
86,6.753443717956543
87,6.537960052490234
88,5.172043323516846
89,6.693863868713379
90,5.782124042510986
91,6.316287040710449
92,4.845790863037109
93,5.051259517669678
94,7.288796901702881
95,7.822764873504639
96,5.77387809753418
97,5.4820942878723145
98,6.6026434898376465
99,5.9463348388671875
100,5.077735424041748
101,4.977716445922852
102,7.443945407867432
103,4.589135646820068
104,4.170734405517578
105,4.580938816070557
106,5.577114105224609
107,5.955533027648926
108,5.137384414672852
109,6.116360187530518
110,5.1013946533203125
111,6.818714141845703
112,6.829424858093262
113,6.240865230560303
114,6.157741546630859
115,7.434945583343506
116,5.51767110824585
117,5.966076850891113
118,5.480594635009766
119,5.384973049163818
120,4.594549655914307
121,5.104001998901367
122,5.355958938598633
123,6.406041622161865
124,5.834763526916504
125,9.41728687286377
126,5.4935760498046875
127,5.851365089416504
128,6.205295085906982
129,4.664566516876221
130,6.831713676452637
131,5.145416259765625
132,3.413559675216675
133,6.880509376525879
134,4.333267688751221
135,5.0360918045043945
136,6.741770267486572
137,4.695425510406494
138,6.828658103942871
139,4.965017318725586
