github_num,perplexity
1,2.8865060806274414
2,3.5702948570251465
3,2.03627872467041
4,3.463665246963501
5,4.987278938293457
6,346.8271179199219
7,2.5387070178985596
8,1.798706293106079
9,3.0135855674743652
10,1.8951680660247803
11,3.580308675765991
12,1.64018714427948
13,3.7274086475372314
14,1.9702848196029663
15,2.864819288253784
16,11.91085433959961
17,2.850564956665039
18,69.31836700439453
19,4.946803569793701
20,1.8162641525268555
21,4.747745513916016
22,288.7106018066406
23,3.1815593242645264
24,1.402469515800476
25,2.2586581707000732
26,2.5247879028320312
27,154.06976318359375
28,2.1233882904052734
29,2.5305914878845215
30,1.5075762271881104
31,2.9476442337036133
32,2.4485325813293457
33,2.892787218093872
34,2.3538684844970703
35,2.465911388397217
36,10.528422355651855
37,6.101648330688477
38,29.930965423583984
39,8.144021034240723
40,50.53009033203125
41,1817.88720703125
42,1.6348698139190674
43,1.2623211145401
44,8.654803276062012
45,2.4699184894561768
46,2.9034359455108643
47,5.291874408721924
48,1.6146845817565918
