arxiv_num,perplexity
1,50.54018783569336
2,212.13473510742188
3,5.239844799041748
4,10.268026351928711
5,25.440046310424805
6,13.884452819824219
7,8.496172904968262
8,38.79127883911133
9,36.65993881225586
10,269.11212158203125
11,5.730156421661377
12,90.29290771484375
13,63.92606735229492
14,5.827188968658447
15,22.670011520385742
16,49.89345932006836
17,25.559541702270508
18,689.3804321289062
19,25.748825073242188
