chinese_num,perplexity
1,11.963346481323242
2,8.065729141235352
3,24.36631202697754
4,16.95520782470703
5,8.594161033630371
6,7.250988006591797
7,11.760744094848633
8,10.406620979309082
9,34.67267990112305
10,17.012588500976562
11,12.125012397766113
12,76.44377136230469
13,7.522597312927246
14,16.043249130249023
15,29.988866806030273
16,7.547070026397705
17,75.71250915527344
18,28.61402130126953
19,15.98492431640625
20,28.378433227539062
21,12.960670471191406
22,14.201431274414062
23,13.914069175720215
24,13.566076278686523
25,30.66826057434082
26,16.557294845581055
27,12.495591163635254
28,11.001238822937012
29,33.88691329956055
30,10.1582670211792
31,21.076128005981445
32,32.712310791015625
33,9.777265548706055
34,16.844829559326172
35,6.407076358795166
36,18.274269104003906
37,23.396137237548828
38,16.105072021484375
39,22.093143463134766
40,19.0103702545166
41,10.39695930480957
42,13.431854248046875
43,13.960189819335938
44,22.03487205505371
45,9.783731460571289
46,6.56488561630249
47,8.881684303283691
48,52.29167556762695
49,10.991344451904297
50,15.441462516784668
51,15.679511070251465
52,22.052127838134766
53,22.784517288208008
54,151.4956512451172
55,8.98383617401123
56,22.99327278137207
57,6.687977313995361
58,20.600881576538086
59,6.0440144538879395
60,16.79946517944336
61,24.98238182067871
62,9.89840316772461
63,26.62022590637207
64,23.368202209472656
65,9.600688934326172
66,10.748693466186523
67,4.6819562911987305
68,9.311403274536133
69,19.16682243347168
70,9.904533386230469
71,8.498883247375488
72,30.479154586791992
73,9.329816818237305
74,10.405365943908691
75,13.421953201293945
76,12.04505443572998
77,7.770081043243408
78,15.916600227355957
79,24.223033905029297
80,12.179325103759766
81,11.520092964172363
82,11.553977966308594
83,14.006501197814941
84,13.963838577270508
85,8.613077163696289
86,36.449256896972656
87,7.41112756729126
88,22.5804500579834
89,7.632885456085205
90,14.317374229431152
91,8.816263198852539
92,6.5105485916137695
93,13.088147163391113
94,19.786117553710938
95,19.28487777709961
96,20.185327529907227
97,14.737346649169922
98,18.196016311645508
99,14.010565757751465
100,11.876194953918457
101,11.086996078491211
102,5.828115940093994
103,24.197723388671875
104,11.327357292175293
105,19.340831756591797
106,12.038605690002441
107,12.466687202453613
108,14.527338981628418
109,4.677509784698486
110,5.913532733917236
