arxiv_num,perplexity
1,64.57698822021484
2,256.0981750488281
3,7.590235710144043
4,14.514225006103516
5,33.56822204589844
6,19.193605422973633
7,12.919058799743652
8,53.13498306274414
9,46.92375564575195
10,329.6689758300781
11,8.90119743347168
12,112.33233642578125
13,91.57672119140625
14,8.20150089263916
15,34.958221435546875
16,58.64849090576172
17,34.214515686035156
18,1014.33447265625
19,34.98400115966797
