french-qa_num,perplexity
1,8.186924934387207
2,5.269769191741943
3,6.480129718780518
4,4.059865951538086
5,5.654886722564697
6,6.14565372467041
7,4.669808864593506
8,6.270464897155762
9,5.002401828765869
10,5.474025249481201
11,8.715461730957031
12,6.934346675872803
13,5.50111722946167
14,7.302158832550049
15,5.787914752960205
16,6.295462131500244
17,5.825220584869385
18,6.591848850250244
19,6.529609680175781
20,3.9595305919647217
21,4.2897629737854
22,3.9687142372131348
23,5.635448455810547
24,5.030076026916504
25,5.046353816986084
26,5.442525386810303
27,5.410555362701416
28,3.756716251373291
29,5.28895378112793
30,5.032217502593994
31,4.378854751586914
32,3.813213348388672
33,5.293846607208252
34,4.553798675537109
35,5.674818992614746
36,4.892948627471924
37,4.900607585906982
38,5.4043354988098145
39,4.437439441680908
40,5.3570237159729
41,5.135805130004883
42,4.164097785949707
43,5.929375648498535
44,4.851266860961914
45,5.663879871368408
46,5.710589408874512
47,3.567326307296753
48,7.378528594970703
49,5.102058410644531
50,5.860320091247559
51,6.12553071975708
52,5.840177536010742
53,4.743928909301758
54,5.723714351654053
55,4.696392059326172
56,5.914327621459961
57,4.996901035308838
58,4.598850250244141
59,5.758374214172363
60,7.226192474365234
61,5.307311534881592
62,8.236461639404297
63,5.9616169929504395
64,4.799577713012695
65,6.411840915679932
66,5.638545513153076
67,5.511767864227295
68,6.465580940246582
69,4.270096302032471
70,6.191009044647217
71,5.664103984832764
72,5.434892654418945
73,5.399024486541748
74,5.759927749633789
75,5.625844478607178
76,6.865890026092529
77,6.735700607299805
78,5.033569812774658
79,6.562000274658203
80,4.7995195388793945
81,5.1630120277404785
82,4.556284427642822
83,4.752476215362549
84,5.342793941497803
85,4.613429546356201
86,6.642213344573975
87,6.476670742034912
88,5.017818450927734
89,6.390748500823975
90,5.7298126220703125
91,6.189393520355225
92,4.7484002113342285
93,4.830373764038086
94,7.393844127655029
95,7.7550249099731445
96,5.636787414550781
97,5.2816338539123535
98,6.499814033508301
99,5.850983142852783
100,5.003589630126953
101,4.9741129875183105
102,7.151062488555908
103,4.524179935455322
104,4.1396050453186035
105,4.604321002960205
106,5.491707801818848
107,5.582799911499023
108,5.097217559814453
109,5.810667991638184
110,5.081173896789551
111,6.559149265289307
112,6.785641670227051
113,6.186915874481201
114,6.056624889373779
115,7.212128639221191
116,5.543139934539795
117,5.866157054901123
118,5.431426525115967
119,5.2281575202941895
120,4.447883129119873
121,5.0262579917907715
122,5.221355438232422
123,6.280864238739014
124,5.699209690093994
125,9.140501022338867
126,5.354009628295898
127,5.760990142822266
128,6.12095832824707
129,4.595588207244873
130,6.686862945556641
131,5.068228244781494
132,3.3794987201690674
133,6.836923122406006
134,4.222634792327881
135,4.894728660583496
136,6.726894855499268
137,4.615154266357422
138,6.888456344604492
139,4.862174987792969
140,4.170754432678223
141,5.143814563751221
142,6.691208362579346
143,4.618941307067871
144,5.173636436462402
145,5.092675685882568
146,4.727859973907471
147,4.941461086273193
148,5.644853591918945
149,6.139808177947998
150,4.673761367797852
151,5.894042491912842
152,4.632734298706055
153,4.6682538986206055
154,5.798617362976074
155,5.184024810791016
156,5.421286582946777
157,4.895003318786621
158,4.2780046463012695
159,6.945161819458008
160,6.544042110443115
161,6.038647174835205
162,4.9163360595703125
163,3.8113133907318115
164,5.588117599487305
165,6.198001384735107
166,5.06829833984375
167,5.698885440826416
168,6.578312873840332
169,5.353270530700684
170,6.459643363952637
171,7.215035438537598
172,6.573966979980469
173,5.251318454742432
174,5.269738674163818
175,5.859655857086182
176,5.825227737426758
177,4.916522026062012
178,6.574615955352783
179,7.642439842224121
180,5.600560188293457
181,4.898858547210693
182,6.430239200592041
183,4.332817077636719
184,4.478785037994385
185,5.8032684326171875
186,3.234023094177246
187,3.1337199211120605
188,6.124359130859375
189,5.44273567199707
190,6.174545764923096
191,9.681482315063477
192,6.287066459655762
193,5.158552169799805
194,3.7614810466766357
195,4.0341105461120605
196,6.531736850738525
197,7.3050408363342285
198,5.219228267669678
199,5.951092720031738
200,7.036966800689697
201,4.686843395233154
202,5.569800853729248
203,6.996679306030273
204,5.363447189331055
205,4.952001094818115
206,8.034452438354492
207,6.9369964599609375
208,9.787247657775879
209,7.8658623695373535
210,6.001745700836182
211,7.516838550567627
212,5.411993980407715
213,6.975477695465088
214,4.533990859985352
215,6.275752544403076
216,6.920467853546143
217,5.193209648132324
218,5.443387985229492
219,7.535627365112305
220,5.076785564422607
221,5.041252613067627
222,5.286837577819824
223,5.148518085479736
224,5.824391841888428
225,5.344571590423584
226,6.612968444824219
227,6.072498798370361
228,6.952507495880127
229,5.921535491943359
230,4.8798394203186035
231,5.645488739013672
232,5.232122421264648
233,6.739934921264648
234,4.504824638366699
235,4.946014881134033
236,4.723320960998535
237,6.105540752410889
238,5.121827602386475
239,9.248153686523438
240,5.833156585693359
241,6.923140525817871
242,6.35359525680542
243,4.802571773529053
244,6.725338935852051
245,5.004443645477295
246,5.5635576248168945
247,5.090475082397461
248,5.640300273895264
249,3.282867908477783
250,5.056997776031494
251,5.179732322692871
252,4.850098609924316
253,4.983438014984131
254,4.833526611328125
255,5.3700432777404785
256,5.253677845001221
257,5.357966899871826
258,5.531530380249023
259,4.825963973999023
260,7.344854831695557
261,4.89647912979126
262,4.211411952972412
263,5.505090713500977
264,5.599647045135498
265,7.767073154449463
266,5.884063720703125
267,5.338603496551514
268,6.105167388916016
269,4.303652286529541
270,6.162737846374512
271,4.750279903411865
272,5.794397354125977
273,4.894664287567139
274,5.181653022766113
275,5.116423606872559
276,5.9198317527771
277,7.950181484222412
278,9.275720596313477
279,4.266854763031006
280,5.514161109924316
281,4.707479476928711
282,6.023642063140869
283,4.053073883056641
284,4.6645917892456055
285,3.634178638458252
286,4.1572089195251465
287,2.9445042610168457
288,3.9835963249206543
289,6.171785354614258
290,4.8766021728515625
291,4.5748677253723145
292,5.024601459503174
293,7.398984432220459
294,5.451172351837158
295,6.893299579620361
296,6.445374965667725
297,4.550255298614502
298,8.21728229522705
299,8.100550651550293
300,9.571014404296875
301,6.692416191101074
302,7.192135334014893
303,8.517966270446777
304,7.570214748382568
305,6.989591598510742
306,7.023490905761719
307,10.562548637390137
308,8.486499786376953
309,5.8961896896362305
310,8.686189651489258
311,6.655625343322754
312,7.106858253479004
313,6.885110855102539
314,9.382399559020996
315,6.105073928833008
316,10.639984130859375
317,6.583888053894043
318,9.832393646240234
319,7.8738274574279785
320,11.616551399230957
321,8.972317695617676
322,9.196447372436523
323,7.928169250488281
324,6.578357696533203
325,8.981876373291016
326,10.087479591369629
327,6.347043514251709
328,7.238541126251221
329,6.829788684844971
330,11.502127647399902
331,7.318066120147705
332,6.342354774475098
333,5.325720310211182
334,7.133264541625977
335,7.225461006164551
336,7.082274436950684
337,8.708918571472168
338,10.9120454788208
339,8.07791805267334
340,8.403189659118652
341,8.174018859863281
342,8.340914726257324
343,8.067573547363281
344,7.478391647338867
345,6.744561195373535
346,8.6605863571167
347,8.295629501342773
348,11.570598602294922
349,12.29602336883545
350,7.666418075561523
