english_num,perplexity,chunks
1,3.4505348205566406,1
1,3.493924856185913,1
1,3.5533623695373535,1
1,3.7317426204681396,1
1,3.8043718338012695,1
1,3.661407947540283,1
1,2.5890491008758545,1
1,3.165811061859131,1
1,2.8562734127044678,1
1,2.464630603790283,1
1,2.760032892227173,1
1,2.6175997257232666,1
1,4.640692234039307,1
1,3.84637451171875,1
1,2.736565589904785,1
1,2.98215651512146,1
1,2.9247732162475586,1
1,3.5558881759643555,1
1,3.29451584815979,1
1,3.1270291805267334,1
1,3.1682486534118652,1
1,3.335292100906372,1
1,3.204127073287964,1
1,3.4063594341278076,1
1,2.977569580078125,1
1,2.500073194503784,1
1,3.1557259559631348,1
1,3.288684129714966,1
1,3.0358638763427734,1
1,2.984867811203003,1
1,3.8763644695281982,1
1,3.1906166076660156,1
1,2.468111753463745,1
1,3.297802686691284,1
1,3.8245863914489746,1
1,3.38126540184021,1
1,3.1827003955841064,1
1,2.715355396270752,1
1,3.353914260864258,1
1,3.915581226348877,1
1,3.7734405994415283,1
1,3.4923269748687744,1
1,3.754873275756836,1
1,3.2060344219207764,1
1,3.311488151550293,1
1,2.949974536895752,1
1,3.636458158493042,1
1,4.046769618988037,1
1,4.078559398651123,1
1,3.515519380569458,1
1,2.9451792240142822,1
1,3.777331829071045,1
1,4.080486297607422,1
1,3.6951870918273926,1
1,3.5487070083618164,1
1,3.2868764400482178,1
1,4.078415393829346,1
1,3.7689902782440186,1
1,4.4963507652282715,1
1,2.958998203277588,1
1,3.0381107330322266,1
1,4.098663330078125,1
1,3.016219139099121,1
1,3.252380847930908,1
1,3.8727409839630127,1
1,3.551301956176758,1
1,2.776963710784912,1
1,3.608163595199585,1
1,3.288822889328003,1
1,2.949037551879883,1
1,2.722315549850464,1
1,3.1378142833709717,1
1,3.469114303588867,1
1,3.2653045654296875,1
1,2.7141671180725098,1
1,3.3931477069854736,1
1,3.836591958999634,1
1,2.380725860595703,1
1,2.6664977073669434,1
1,4.047603607177734,1
1,4.109935283660889,1
1,2.9215140342712402,1
1,3.1272220611572266,1
1,2.917447328567505,1
1,2.7711048126220703,1
1,2.9601833820343018,1
1,3.7331295013427734,1
1,3.279078245162964,1
1,3.589700937271118,1
1,3.2946150302886963,1
1,3.9378013610839844,1
1,3.2429146766662598,1
1,3.7004661560058594,1
1,4.171916961669922,1
1,3.811497449874878,1
1,3.4620578289031982,1
1,4.124063014984131,1
