arxiv-title-abs_num,perplexity
1,13.379653930664062
2,14.555431365966797
3,13.94201946258545
4,4.000365734100342
5,10.486818313598633
6,10.072507858276367
7,13.947690963745117
8,27.796873092651367
9,15.573751449584961
10,7.582897186279297
11,7.251658916473389
12,13.537385940551758
13,17.121307373046875
14,29.25934410095215
15,22.291051864624023
16,20.86024284362793
17,28.122314453125
18,16.822975158691406
19,26.2940616607666
20,13.72344970703125
21,14.964447975158691
22,21.66558074951172
23,10.295491218566895
24,9.277233123779297
25,5.74440860748291
26,14.024201393127441
27,6.796474456787109
28,9.366832733154297
29,8.016913414001465
30,9.054508209228516
31,13.948994636535645
32,16.073781967163086
33,10.617415428161621
34,26.4075870513916
35,16.500564575195312
36,12.872488021850586
37,11.622247695922852
38,16.198644638061523
39,12.290029525756836
40,13.693730354309082
41,11.668233871459961
42,16.910165786743164
43,9.595805168151855
44,6.894715785980225
45,20.681840896606445
46,8.944436073303223
47,15.151829719543457
48,14.130558967590332
49,14.369600296020508
50,11.51640510559082
51,10.42416763305664
52,13.9232177734375
53,8.906421661376953
54,4.147642135620117
55,8.721521377563477
56,13.17653751373291
57,7.0934529304504395
58,7.11990213394165
59,13.0980863571167
60,9.936973571777344
61,13.81533432006836
62,18.4140567779541
63,13.608120918273926
64,3.4961907863616943
65,16.722394943237305
66,17.104860305786133
67,20.01165771484375
68,8.325908660888672
69,13.048094749450684
70,17.872600555419922
71,10.7409086227417
72,10.645134925842285
73,7.415594100952148
74,15.056766510009766
75,40.49611282348633
76,9.371858596801758
77,16.18728256225586
78,15.06485652923584
79,14.212422370910645
80,11.444442749023438
81,8.505759239196777
82,9.05168342590332
83,22.250293731689453
84,13.929931640625
85,11.837248802185059
86,13.846231460571289
87,18.296022415161133
88,10.482039451599121
89,10.120405197143555
90,20.892356872558594
91,7.068136692047119
92,9.944768905639648
93,9.39278507232666
94,32.981422424316406
95,5.625115871429443
96,8.012395858764648
97,7.750278472900391
98,18.531084060668945
99,12.39747428894043
100,10.205672264099121
101,25.65755844116211
102,13.052133560180664
103,12.171841621398926
104,10.328204154968262
105,11.6768159866333
106,11.523408889770508
107,9.223928451538086
108,14.425387382507324
109,14.592116355895996
110,19.792076110839844
111,9.53996467590332
112,10.326289176940918
113,9.75226879119873
114,6.618460178375244
115,10.571993827819824
116,17.895116806030273
117,13.651665687561035
118,8.19281005859375
119,12.897958755493164
120,7.65492582321167
121,7.505699634552002
122,16.175077438354492
