aime-math_num,perplexity
1,5.93501091003418
2,4.974198341369629
3,5.390472888946533
4,3.9205479621887207
5,4.651652812957764
6,9.098983764648438
7,10.652426719665527
8,11.614402770996094
9,6.496901512145996
10,7.991143226623535
11,3.0362513065338135
12,23.16170310974121
13,5.7105488777160645
14,3.2690787315368652
15,4.005867004394531
16,3.2561230659484863
17,7.178943157196045
18,3.2525813579559326
19,4.971447467803955
20,5.708717346191406
21,4.914080619812012
22,4.495423316955566
23,6.134149074554443
24,5.067474365234375
25,6.50465726852417
26,12.32565975189209
27,3.22871994972229
28,7.044029712677002
29,9.834121704101562
30,5.352487564086914
31,3.8445377349853516
32,8.445021629333496
33,10.487906455993652
34,3.3679919242858887
35,9.512442588806152
36,4.005030632019043
37,3.2104451656341553
38,5.630467414855957
39,3.217026472091675
40,6.4971747398376465
41,5.400888442993164
42,3.02567720413208
43,4.9311957359313965
44,7.9107232093811035
45,6.607934474945068
46,2.523806095123291
47,8.139703750610352
48,9.178327560424805
49,7.377303600311279
50,5.614445686340332
51,6.153852939605713
52,6.956561088562012
53,7.3620076179504395
54,2.7874040603637695
55,5.7527055740356445
56,6.319500923156738
57,8.119598388671875
58,4.854243278503418
59,7.632619857788086
60,8.657292366027832
61,6.548577785491943
62,12.514791488647461
63,7.091731548309326
64,10.69964599609375
65,3.393688201904297
66,5.164422512054443
67,9.677311897277832
68,8.059318542480469
69,7.202366828918457
70,5.394758224487305
71,2.591155767440796
72,8.330780982971191
73,4.115550994873047
74,8.87161636352539
75,7.098789215087891
76,5.572204113006592
77,5.186522960662842
78,31.546878814697266
79,5.3174028396606445
80,4.906968116760254
81,5.811202526092529
82,6.2962822914123535
83,19.10672378540039
84,8.866731643676758
85,4.245777606964111
86,11.63922119140625
87,8.251800537109375
88,1.5616716146469116
89,11.012475967407227
90,4.967612266540527
91,5.501656532287598
92,5.03640079498291
93,5.475905418395996
94,5.9438910484313965
95,8.370512008666992
96,4.054778099060059
97,6.497547626495361
98,15.226426124572754
99,5.888846397399902
100,11.272043228149414
101,10.564281463623047
102,6.262742042541504
103,3.1836376190185547
104,5.624185562133789
105,4.487745761871338
106,16.862031936645508
107,14.445927619934082
108,16.986949920654297
109,8.847718238830566
110,4.064591884613037
111,2.3910255432128906
112,3.341066360473633
113,6.848662853240967
114,9.26646614074707
115,11.780888557434082
116,9.125465393066406
117,5.060192584991455
118,1.9836283922195435
119,5.792494773864746
120,11.115819931030273
121,5.806227684020996
122,4.631695747375488
123,3.6646618843078613
124,6.103045463562012
125,4.54478120803833
126,9.553934097290039
127,18.928348541259766
128,3.503800392150879
129,7.062863349914551
130,13.920625686645508
131,6.0723676681518555
132,5.609731197357178
133,4.896267414093018
134,5.2677388191223145
135,3.2451558113098145
136,4.65690279006958
137,6.85239839553833
138,5.676180362701416
139,5.587208271026611
140,4.757249355316162
141,5.509288787841797
142,11.394771575927734
143,4.682491779327393
144,6.459934711456299
145,4.86370325088501
146,8.637380599975586
147,6.948763370513916
148,5.6302595138549805
149,7.423306465148926
150,8.14320182800293
151,8.744853973388672
152,5.5459184646606445
153,4.059690952301025
154,11.443471908569336
155,4.879119396209717
156,5.120842933654785
157,5.387767791748047
158,9.525083541870117
159,6.101777076721191
160,5.341990947723389
161,12.657156944274902
162,5.544689655303955
163,5.530733585357666
164,5.91160774230957
165,5.88590669631958
166,6.02082633972168
167,4.1523027420043945
168,12.455272674560547
169,9.307164192199707
170,2.9749529361724854
171,6.247381210327148
172,8.253880500793457
173,3.7793190479278564
174,6.2491912841796875
175,7.005777359008789
176,5.2255706787109375
177,2.3884291648864746
178,3.0391409397125244
179,5.614264965057373
180,4.7631449699401855
181,5.6131205558776855
182,5.1636199951171875
183,6.879880428314209
184,9.510499000549316
185,7.08867883682251
186,4.641937255859375
187,5.1161322593688965
188,4.226874351501465
189,3.5417511463165283
190,4.125326156616211
191,4.804419994354248
192,3.994947671890259
193,5.207502841949463
194,3.603607654571533
195,11.43139934539795
196,4.587902545928955
197,13.282013893127441
198,6.6794939041137695
199,6.420416355133057
200,5.180274486541748
201,4.241504192352295
202,8.293334007263184
203,6.020344257354736
204,5.0020880699157715
205,3.969115972518921
206,3.0337002277374268
207,3.3531441688537598
208,4.363523960113525
209,5.31027364730835
210,25.946012496948242
211,5.771286487579346
212,4.521183013916016
213,9.778172492980957
214,4.5618438720703125
215,4.09637975692749
216,3.9828436374664307
217,3.4650614261627197
218,5.3588643074035645
219,7.416103363037109
220,12.603498458862305
221,13.104018211364746
222,8.750991821289062
223,4.747956275939941
224,9.65679931640625
225,6.678160667419434
226,2.9583680629730225
227,6.251164436340332
228,3.1067423820495605
229,4.221183776855469
230,4.398648262023926
231,3.033784866333008
232,5.484569072723389
233,2.548858404159546
234,3.112689971923828
235,4.3479108810424805
236,5.8562211990356445
237,5.85561466217041
238,4.383147716522217
239,3.711693048477173
240,6.671035289764404
241,5.970943450927734
242,22.707012176513672
243,11.612750053405762
244,5.085470676422119
245,4.018728733062744
246,5.805509567260742
247,3.734144926071167
248,4.316543102264404
249,2.9106080532073975
250,3.8775644302368164
251,2.656222105026245
252,11.80434513092041
253,3.794140577316284
254,6.6180195808410645
255,2.5264217853546143
256,4.211999416351318
257,4.99709939956665
258,2.874600410461426
259,6.3707709312438965
260,2.1751608848571777
261,3.590900182723999
262,3.009925127029419
263,2.962829351425171
264,5.715284824371338
265,9.704270362854004
266,4.269006729125977
267,7.124955654144287
268,4.60073709487915
269,3.8295223712921143
270,4.728878021240234
271,7.566829204559326
272,3.189098596572876
273,2.613909959793091
274,4.276595592498779
275,5.173590660095215
276,4.828159809112549
277,5.359432697296143
278,5.103230953216553
279,3.20232892036438
280,3.6070101261138916
281,4.102292537689209
282,5.483143329620361
283,3.966827392578125
284,5.570496082305908
285,3.7060294151306152
286,3.5099198818206787
287,4.009199142456055
288,4.5796380043029785
289,7.976840019226074
290,3.0473406314849854
291,4.449802875518799
292,4.111306667327881
293,3.3013553619384766
294,4.781637668609619
295,4.466629981994629
296,5.1203694343566895
297,5.554286956787109
298,4.706892013549805
299,8.721997261047363
300,6.007856845855713
301,9.69356918334961
302,4.632253170013428
303,5.1137824058532715
304,5.439873695373535
305,5.19687032699585
306,4.799478530883789
307,2.356245756149292
308,5.120634078979492
309,3.884068489074707
310,3.6490437984466553
311,8.150744438171387
312,3.9613561630249023
313,6.03324556350708
314,5.494520664215088
315,5.417546272277832
316,7.205949783325195
317,4.096479892730713
318,4.5555853843688965
319,4.351592063903809
