arxiv_num,perplexity
1,48.3600959777832
2,214.54843139648438
3,5.136828899383545
4,9.95299243927002
5,24.69547462463379
6,13.565462112426758
7,8.191227912902832
8,37.956199645996094
9,35.91032409667969
10,263.26812744140625
11,5.502237796783447
12,88.11720275878906
13,62.15276336669922
14,5.656198978424072
15,21.86429786682129
16,49.18995666503906
17,24.728445053100586
18,671.7423095703125
19,24.887880325317383
