english_num,perplexity,chunks
1,3.7790005207061768,1
1,3.7721493244171143,1
1,3.925248861312866,1
1,4.101011276245117,1
1,4.188627243041992,1
1,4.041659832000732,1
1,2.7675962448120117,1
1,3.4581165313720703,1
1,3.122743844985962,1
1,2.629619598388672,1
1,2.9318506717681885,1
1,2.8046152591705322,1
1,5.067256927490234,1
1,4.26590633392334,1
1,2.974055528640747,1
1,3.270010232925415,1
1,3.178896427154541,1
1,3.8727803230285645,1
1,3.563253879547119,1
1,3.36232852935791,1
1,3.4470388889312744,1
1,3.664400815963745,1
1,3.4200706481933594,1
1,3.731154203414917,1
1,3.2190663814544678,1
1,2.676525831222534,1
1,3.3897058963775635,1
1,3.5691299438476562,1
1,3.273404121398926,1
1,3.2225124835968018,1
1,4.196576118469238,1
1,3.51363468170166,1
1,2.6938681602478027,1
1,3.6491496562957764,1
1,4.199263572692871,1
1,3.7790896892547607,1
1,3.4925808906555176,1
1,2.9049642086029053,1
1,3.6613054275512695,1
1,4.328376770019531,1
1,4.185278415679932,1
1,3.7998220920562744,1
1,4.189584255218506,1
1,3.5195233821868896,1
1,3.65229868888855,1
1,3.2449755668640137,1
1,3.9380087852478027,1
1,4.328238010406494,1
1,4.482041835784912,1
1,3.9020040035247803,1
1,3.1367063522338867,1
1,4.163093566894531,1
1,4.502767086029053,1
1,3.996882677078247,1
1,3.854886293411255,1
1,3.5609734058380127,1
1,4.449032306671143,1
1,4.042344570159912,1
1,4.824531555175781,1
1,3.1558172702789307,1
1,3.292677879333496,1
1,4.462775707244873,1
1,3.2651710510253906,1
1,3.5103306770324707,1
1,4.204321384429932,1
1,3.7793571949005127,1
1,2.9879515171051025,1
1,3.8773674964904785,1
1,3.5557971000671387,1
1,3.1793084144592285,1
1,2.915992498397827,1
1,3.3952107429504395,1
1,3.8896944522857666,1
1,3.5557708740234375,1
1,2.856482744216919,1
1,3.699531078338623,1
1,4.2086639404296875,1
1,2.5344953536987305,1
1,2.871750831604004,1
1,4.405333518981934,1
1,4.539973735809326,1
1,3.1778604984283447,1
1,3.4036667346954346,1
1,3.111304521560669,1
1,2.975738048553467,1
1,3.1813547611236572,1
1,4.090530872344971,1
1,3.510556221008301,1
1,3.9147634506225586,1
1,3.537781238555908,1
1,4.289015769958496,1
1,3.5116331577301025,1
1,4.087577819824219,1
1,4.624448299407959,1
1,4.122292995452881,1
1,3.805821657180786,1
1,4.7759222984313965,1
