aime-math_num,perplexity
1,6.735485553741455
2,5.61329460144043
3,6.658527374267578
4,4.29868745803833
5,5.503645420074463
6,11.533818244934082
7,12.423376083374023
8,16.874570846557617
9,6.8666558265686035
10,7.57926607131958
11,3.4854965209960938
12,30.831727981567383
13,6.513453960418701
14,3.7937326431274414
15,4.5778374671936035
16,3.2932651042938232
17,8.564558982849121
18,3.534801483154297
19,5.596930027008057
20,6.286386966705322
21,5.224153995513916
22,5.372932434082031
23,7.098703861236572
24,5.28941535949707
25,7.624240875244141
26,14.712652206420898
27,3.538780450820923
28,9.140973091125488
29,11.127938270568848
30,6.516363143920898
31,4.32230281829834
32,9.416705131530762
33,12.2471284866333
34,3.510740280151367
35,11.417908668518066
36,4.304433345794678
37,3.756967067718506
38,5.856689929962158
39,3.530991315841675
40,7.175570487976074
41,6.949975967407227
42,3.266465902328491
43,6.123377323150635
44,9.069692611694336
45,7.320032596588135
46,2.633453130722046
47,9.01077651977539
48,9.848535537719727
49,8.97188949584961
50,6.568070888519287
51,8.001874923706055
52,7.601900577545166
53,8.143996238708496
54,3.0028226375579834
55,7.607421398162842
56,6.9687323570251465
57,8.928680419921875
58,5.557043552398682
59,9.885501861572266
60,9.77537727355957
61,7.3404541015625
62,15.675713539123535
63,7.741821765899658
64,11.12277603149414
65,3.7989814281463623
66,5.232608318328857
67,10.67170524597168
68,9.197799682617188
69,8.751738548278809
70,6.348319053649902
71,3.0127792358398438
72,9.615707397460938
73,4.55048942565918
74,9.03356647491455
75,8.05258560180664
76,6.039865016937256
77,5.735877990722656
78,34.5098991394043
79,6.633285999298096
80,5.537642955780029
81,6.208617210388184
82,6.845095157623291
83,29.88894271850586
84,11.7166109085083
85,5.296267986297607
86,12.197551727294922
87,10.063515663146973
88,1.5877443552017212
89,14.227736473083496
90,5.429845809936523
91,5.875819683074951
92,5.632986068725586
93,6.677888870239258
94,6.452579021453857
95,10.222799301147461
96,4.796498775482178
97,7.186172962188721
98,17.975393295288086
99,6.700138568878174
100,14.427633285522461
101,12.669404983520508
102,6.757837295532227
103,4.039604187011719
104,5.724270343780518
105,5.092111587524414
106,22.168437957763672
107,23.72216796875
108,20.222789764404297
109,11.827792167663574
110,4.687103271484375
111,2.7131600379943848
112,3.747878313064575
113,7.057332992553711
114,9.331284523010254
115,15.481462478637695
116,11.086438179016113
117,5.693936347961426
118,2.121020555496216
119,6.424088954925537
120,13.891475677490234
121,6.444581031799316
122,5.062714576721191
123,4.334320545196533
124,7.196964263916016
125,4.692986965179443
126,11.793678283691406
127,26.60258674621582
128,3.7100648880004883
129,8.236359596252441
130,17.737333297729492
131,8.264565467834473
132,7.226666450500488
133,5.45274019241333
134,5.89206600189209
135,3.473773241043091
136,5.354859828948975
137,7.446709156036377
138,6.1586995124816895
139,6.511378765106201
140,5.232349872589111
141,6.119133949279785
142,14.34128189086914
143,5.344891548156738
144,7.627287864685059
145,5.615992546081543
146,9.896767616271973
147,9.015018463134766
148,6.3519792556762695
149,9.970796585083008
150,9.278724670410156
151,9.597821235656738
152,6.7000226974487305
153,4.502369403839111
154,14.265303611755371
155,5.940732479095459
156,5.941119194030762
157,6.211020469665527
158,15.52476692199707
159,6.773082733154297
160,5.874072074890137
161,14.791433334350586
162,6.89816951751709
163,7.0913190841674805
164,6.715568542480469
165,6.6610283851623535
166,6.568770885467529
167,4.821554183959961
168,15.849074363708496
169,10.11398696899414
170,3.157235860824585
171,7.116302490234375
172,10.534014701843262
173,5.156622409820557
174,6.92654275894165
175,7.803135395050049
176,5.997758388519287
177,2.5641894340515137
178,3.4904799461364746
179,6.5131025314331055
180,5.465766429901123
181,6.639002799987793
182,6.208176136016846
183,8.418792724609375
184,9.058539390563965
185,8.14334774017334
186,5.8309712409973145
187,5.576832294464111
188,4.9061737060546875
189,3.7742295265197754
190,4.736743927001953
191,5.7670135498046875
192,4.262754440307617
193,5.652459144592285
194,3.967022657394409
195,11.512215614318848
196,4.792497158050537
197,16.857175827026367
198,7.519627571105957
199,7.135607719421387
200,6.20259428024292
201,5.1173601150512695
202,10.862319946289062
203,6.558353424072266
204,5.769746780395508
205,4.422153472900391
206,3.2726011276245117
207,3.6022391319274902
208,4.462761878967285
209,6.049563407897949
210,37.05646896362305
211,6.261193752288818
212,5.802732467651367
213,10.810086250305176
214,5.463496685028076
215,4.705685138702393
216,4.462114334106445
217,3.77951717376709
218,5.743869781494141
219,8.772810935974121
220,14.340173721313477
221,14.989415168762207
222,9.999217987060547
223,5.301935195922852
224,10.511054039001465
225,8.265299797058105
226,3.270806312561035
227,6.953159809112549
228,3.3668015003204346
229,4.919912338256836
230,4.639664173126221
231,3.192896842956543
232,6.180568695068359
233,2.6551733016967773
234,3.3443610668182373
235,5.265199661254883
236,6.592561721801758
237,6.738670349121094
238,5.010608673095703
239,4.121340751647949
240,7.503224849700928
241,6.813388824462891
242,31.826719284057617
243,15.95384407043457
244,5.9328436851501465
245,4.389522075653076
246,7.055531024932861
247,4.251944065093994
248,4.901243209838867
249,3.354459047317505
250,4.240035057067871
251,2.785824775695801
252,20.922908782958984
253,4.261631488800049
254,8.036965370178223
255,2.9647789001464844
256,4.6503448486328125
257,6.096988201141357
258,3.3559229373931885
259,7.515883445739746
260,2.2829320430755615
261,3.907069444656372
