english_num,perplexity,chunks
1,3.5730888843536377,1
1,3.5776443481445312,1
1,3.658679723739624,1
1,3.8790438175201416,1
1,3.919210195541382,1
1,3.7885711193084717,1
1,2.6546759605407715,1
1,3.2535219192504883,1
1,2.9411027431488037,1
1,2.5527544021606445,1
1,2.838002920150757,1
1,2.6890766620635986,1
1,4.818600177764893,1
1,4.016031265258789,1
1,2.8117003440856934,1
1,3.041624069213867,1
1,3.0066967010498047,1
1,3.6237714290618896,1
1,3.3731017112731934,1
1,3.203977584838867,1
1,3.2575578689575195,1
1,3.4445114135742188,1
1,3.297813653945923,1
1,3.5215988159179688,1
1,3.077153444290161,1
1,2.573399782180786,1
1,3.241945743560791,1
1,3.38918399810791,1
1,3.09373140335083,1
1,3.0738980770111084,1
1,3.9532182216644287,1
1,3.3016433715820312,1
1,2.5357584953308105,1
1,3.4281744956970215,1
1,3.93735671043396,1
1,3.509860038757324,1
1,3.273303985595703,1
1,2.793198823928833,1
1,3.4708876609802246,1
1,4.075465679168701,1
1,3.9570696353912354,1
1,3.595961332321167,1
1,3.8976552486419678,1
1,3.2890758514404297,1
1,3.4329702854156494,1
1,3.0394630432128906,1
1,3.7183175086975098,1
1,4.146701335906982,1
1,4.19862699508667,1
1,3.642385244369507,1
1,3.006504774093628,1
1,3.891146183013916,1
1,4.246930122375488,1
1,3.8207650184631348,1
1,3.6574225425720215,1
1,3.395629644393921,1
1,4.227463245391846,1
1,3.857935667037964,1
1,4.613109588623047,1
1,3.025773048400879,1
1,3.1317873001098633,1
1,4.210883617401123,1
1,3.099013566970825,1
1,3.3479413986206055,1
1,3.98974871635437,1
1,3.623894453048706,1
1,2.840391159057617,1
1,3.677879810333252,1
1,3.348482608795166,1
1,3.031576633453369,1
1,2.7820732593536377,1
1,3.2154572010040283,1
1,3.591670036315918,1
1,3.330277919769287,1
1,2.754964590072632,1
1,3.4877264499664307,1
1,3.9612462520599365,1
1,2.4267220497131348,1
1,2.7351105213165283,1
1,4.207491874694824,1
1,4.265414714813232,1
1,2.9929537773132324,1
1,3.2119715213775635,1
1,2.980207920074463,1
1,2.8556926250457764,1
1,3.052236557006836,1
1,3.8158936500549316,1
1,3.3975541591644287,1
1,3.7069268226623535,1
1,3.359994888305664,1
1,4.096637725830078,1
1,3.327397346496582,1
1,3.85766339302063,1
1,4.31967830657959,1
1,3.9124770164489746,1
1,3.584913492202759,1
1,4.19115686416626,1
