english_num,perplexity,chunks
1,5.082451343536377,1
1,4.983750343322754,1
1,4.952396869659424,1
1,5.087793827056885,1
1,5.495828151702881,1
1,5.192750453948975,1
1,3.3054637908935547,1
1,4.296304225921631,1
1,3.888091802597046,1
1,3.2508432865142822,1
1,3.571936845779419,1
1,3.40529727935791,1
1,6.510249614715576,1
1,5.570466995239258,1
1,3.8229353427886963,1
1,4.13215970993042,1
1,3.8735804557800293,1
1,4.990145683288574,1
1,4.529216766357422,1
1,4.414906978607178,1
1,4.338346481323242,1
1,4.5279011726379395,1
1,4.097628593444824,1
1,4.587179183959961,1
1,3.8459298610687256,1
1,3.1856234073638916,1
1,4.226513385772705,1
1,4.597198486328125,1
1,4.067906379699707,1
1,3.961387872695923,1
1,5.362926959991455,1
1,4.533998489379883,1
1,3.2583565711975098,1
1,4.893665790557861,1
1,5.440484046936035,1
1,4.710014343261719,1
1,4.7188615798950195,1
1,3.5655620098114014,1
1,4.645504474639893,1
1,5.586233139038086,1
1,5.501082897186279,1
1,4.623390197753906,1
1,5.468512535095215,1
1,4.729328155517578,1
1,4.6507391929626465,1
1,4.135315418243408,1
1,5.13252592086792,1
1,5.6874680519104,1
1,5.883613109588623,1
1,4.962871551513672,1
1,3.811373710632324,1
1,5.270488262176514,1
1,6.096867084503174,1
1,4.986627101898193,1
1,4.9507246017456055,1
1,4.712474346160889,1
1,5.660098075866699,1
1,4.996134281158447,1
1,6.064988613128662,1
1,3.9119293689727783,1
1,4.055989742279053,1
1,5.447821617126465,1
1,4.099602222442627,1
1,4.339821815490723,1
1,5.5445146560668945,1
1,4.7060723304748535,1
1,3.6057515144348145,1
1,4.97215461730957,1
1,4.632657527923584,1
1,3.8085813522338867,1
1,3.665837287902832,1
1,4.323333263397217,1
1,5.164690971374512,1
1,4.605156898498535,1
1,3.3724536895751953,1
1,4.623421669006348,1
1,5.485177040100098,1
1,2.9920730590820312,1
1,3.6360666751861572,1
1,5.601117134094238,1
1,5.9151997566223145,1
1,4.053004264831543,1
1,4.203392028808594,1
1,3.7591521739959717,1
1,3.648317575454712,1
1,4.054948329925537,1
1,5.160789489746094,1
1,4.333719253540039,1
1,4.986394882202148,1
1,4.359436988830566,1
1,5.795808792114258,1
1,4.54757022857666,1
1,5.384960651397705,1
1,5.945132255554199,1
1,5.404523849487305,1
1,4.910968780517578,1
1,5.788252353668213,1
