french-qa_num,perplexity
1,8.236085891723633
2,5.346766948699951
3,6.464380264282227
4,4.035809516906738
5,5.7269816398620605
6,6.186628818511963
7,4.666107177734375
8,6.128597259521484
9,4.965032577514648
10,5.528435230255127
11,8.609331130981445
12,7.053216934204102
13,5.495637893676758
14,7.337541580200195
15,5.808958053588867
16,6.294639587402344
17,5.788052082061768
18,6.620439529418945
19,6.520570278167725
20,3.984527587890625
21,4.30143404006958
22,3.9686076641082764
23,5.701720237731934
24,5.0575714111328125
25,5.0227556228637695
26,5.465397357940674
27,5.368564605712891
28,3.767991542816162
29,5.346859931945801
30,5.06851053237915
31,4.412352561950684
32,3.842067241668701
33,5.322267532348633
34,4.606813430786133
35,5.714681148529053
36,5.000854969024658
37,4.909097194671631
38,5.455637454986572
39,4.525456428527832
40,5.379147529602051
41,5.1694464683532715
42,4.213999271392822
43,5.952483177185059
44,4.896634578704834
45,5.707810401916504
46,5.731026649475098
47,3.5442285537719727
48,7.364999771118164
49,5.126267433166504
50,5.947721004486084
51,6.131348609924316
52,5.932529449462891
53,4.722806930541992
54,5.7845563888549805
55,4.713030815124512
56,5.911815643310547
57,5.006124019622803
58,4.637689113616943
59,5.74399471282959
60,7.180749893188477
61,5.347662925720215
62,8.372666358947754
63,5.9569268226623535
64,4.827817916870117
65,6.3620476722717285
66,5.656186580657959
67,5.5487847328186035
68,6.49923849105835
69,4.274529933929443
70,6.206122398376465
71,5.683081150054932
72,5.509242057800293
73,5.41403865814209
74,5.823346138000488
75,5.68121337890625
76,6.895655155181885
77,6.8147196769714355
78,5.072796821594238
79,6.520762920379639
80,4.784695148468018
81,5.197856903076172
82,4.614808082580566
83,4.79140043258667
84,5.3660712242126465
85,4.653552055358887
86,6.698263645172119
87,6.49762487411499
88,5.0512614250183105
89,6.48358678817749
90,5.71579122543335
91,6.239170551300049
92,4.787948131561279
93,4.853500843048096
94,7.424851894378662
95,7.770721912384033
96,5.690611839294434
97,5.337752342224121
98,6.566084861755371
