github_num,perplexity
1,3.1036903858184814
2,3.7644996643066406
3,2.390979528427124
4,3.7762463092803955
5,5.397200584411621
6,402.0374755859375
7,2.8361711502075195
8,1.8472732305526733
9,3.2026591300964355
10,1.9646213054656982
11,3.765723943710327
12,1.686988115310669
13,4.172619819641113
14,2.062429428100586
15,3.002413511276245
16,12.792851448059082
17,3.1245875358581543
18,70.15935516357422
19,4.8393096923828125
20,1.9049562215805054
21,5.075880527496338
22,337.6563415527344
23,3.3808579444885254
24,1.5138248205184937
25,2.3533992767333984
26,2.708109140396118
27,238.08554077148438
28,2.245413303375244
29,2.6440186500549316
30,1.6148887872695923
31,3.099485397338867
32,2.558126926422119
33,3.0170280933380127
34,2.450390338897705
35,2.5948970317840576
36,11.354412078857422
37,6.243202209472656
38,30.54075813293457
39,10.249530792236328
40,53.35858154296875
41,2797.065185546875
42,1.6805061101913452
43,1.2926702499389648
44,9.277941703796387
45,2.5741734504699707
46,3.1379919052124023
47,5.765254020690918
48,1.7539738416671753
