arxiv-title-abs_num,perplexity
1,13.498774528503418
2,15.447309494018555
3,14.262906074523926
4,4.1392340660095215
5,10.598679542541504
6,10.422308921813965
7,14.46540355682373
8,26.728302001953125
9,16.095264434814453
10,7.822488784790039
11,7.3736958503723145
12,14.359538078308105
13,17.37047004699707
14,30.16367530822754
15,22.809518814086914
16,21.94414710998535
17,29.9771728515625
18,17.19974708557129
19,27.070775985717773
20,13.791306495666504
21,15.272862434387207
22,22.788314819335938
23,10.955381393432617
24,9.62845516204834
25,5.687209606170654
26,14.41068172454834
27,6.8315653800964355
28,9.717778205871582
29,8.121368408203125
30,9.526464462280273
31,14.107271194458008
32,16.87455940246582
33,10.796923637390137
34,27.95035171508789
35,16.834590911865234
36,13.334602355957031
37,11.838434219360352
38,16.49587059020996
39,12.617361068725586
40,14.268844604492188
41,11.73377799987793
42,17.434324264526367
43,9.91795539855957
44,7.264573574066162
45,22.035608291625977
46,9.089081764221191
47,16.052305221557617
48,14.624727249145508
49,14.790033340454102
50,11.709853172302246
51,10.71762466430664
52,14.468756675720215
53,9.149168968200684
54,4.2168755531311035
55,9.00662899017334
56,13.145905494689941
57,7.378311634063721
58,7.374763488769531
59,13.783818244934082
60,10.392889976501465
61,13.97211742401123
62,18.205392837524414
63,14.211501121520996
64,3.595280647277832
65,18.080345153808594
66,17.14145851135254
67,20.148862838745117
68,8.451726913452148
69,13.937765121459961
70,18.69322395324707
71,10.960426330566406
72,11.198606491088867
73,7.56160831451416
74,16.4212646484375
75,40.45660400390625
76,9.793012619018555
77,16.79799461364746
78,15.072074890136719
79,14.376166343688965
80,12.344669342041016
81,8.849937438964844
82,9.18352222442627
83,22.258312225341797
84,14.631657600402832
85,11.994133949279785
86,14.617406845092773
87,18.538429260253906
88,10.39937686920166
89,9.524261474609375
90,21.62343406677246
91,7.214666366577148
92,9.800727844238281
93,9.932442665100098
94,32.97554397583008
95,5.735328674316406
96,8.390825271606445
97,8.003567695617676
98,18.800159454345703
99,12.848152160644531
100,10.36868953704834
101,26.063446044921875
102,12.974123001098633
103,12.71253490447998
104,10.824639320373535
105,12.502128601074219
106,11.517119407653809
107,9.551143646240234
108,14.26655101776123
109,14.877660751342773
110,19.796707153320312
111,9.69548511505127
112,10.756943702697754
113,9.664616584777832
114,7.106666088104248
