french-qa_num,perplexity
1,9.577835083007812
2,6.426613807678223
3,7.483208656311035
4,4.622076511383057
5,6.266631126403809
6,7.149634838104248
7,5.447015285491943
8,7.702742099761963
9,5.482163906097412
10,6.233303070068359
11,9.424370765686035
12,8.191577911376953
13,6.231714248657227
14,8.561871528625488
15,6.567448139190674
16,7.169783592224121
17,6.6801581382751465
18,7.7605814933776855
19,7.846481800079346
20,5.041807174682617
21,5.116646766662598
22,4.725400924682617
23,6.597225189208984
24,5.87448263168335
25,5.869825839996338
26,6.160170078277588
27,6.538195610046387
28,4.3102545738220215
29,6.649486064910889
30,6.059980869293213
31,5.132620334625244
32,4.4740309715271
33,6.276996612548828
34,5.34995174407959
35,6.6718854904174805
36,5.418863296508789
37,5.706473350524902
38,6.0261430740356445
39,4.949422836303711
40,6.631526947021484
41,6.192241668701172
42,5.112013339996338
43,6.936174392700195
44,5.76956033706665
45,6.699812889099121
46,6.5333333015441895
47,3.733556032180786
48,8.783514022827148
49,5.834747791290283
50,6.890063285827637
51,6.951807498931885
52,6.504840850830078
53,5.2292046546936035
54,6.592322826385498
55,5.502207279205322
56,7.074410438537598
57,5.747515678405762
58,5.22555685043335
59,6.849685192108154
60,8.287761688232422
61,5.949983596801758
62,9.590560913085938
63,7.327958583831787
64,5.710122108459473
65,7.206474781036377
66,6.6812334060668945
67,6.532576084136963
68,7.525047302246094
69,4.822751522064209
70,6.908970832824707
71,6.168309211730957
72,6.287078857421875
73,6.181534767150879
74,6.557088375091553
75,6.4984822273254395
76,7.96570348739624
77,7.541524410247803
78,5.8963236808776855
79,7.453499794006348
80,5.5399980545043945
81,6.293625354766846
82,5.390082836151123
83,5.501132965087891
84,6.409842491149902
85,5.260821342468262
86,7.840793132781982
87,7.345761299133301
88,5.939864635467529
89,7.305316925048828
90,6.665465354919434
91,7.5030517578125
92,5.383004188537598
93,5.981135845184326
94,8.61769962310791
95,9.041513442993164
96,6.343455791473389
97,6.626177787780762
98,7.048112392425537
99,6.675288677215576
100,5.670053005218506
101,5.665945053100586
102,8.654417037963867
103,5.193277835845947
104,4.997799396514893
105,5.611836910247803
106,6.387643814086914
107,6.981840133666992
108,6.038496017456055
109,7.325377464294434
110,5.602734088897705
111,7.942004680633545
112,7.642317771911621
113,7.640437602996826
114,6.573250770568848
115,8.457923889160156
116,6.088316440582275
117,7.04326057434082
118,5.995364189147949
119,5.821792125701904
120,5.2050652503967285
121,5.605929374694824
122,5.569868564605713
123,7.432958602905273
124,6.35765266418457
125,10.681052207946777
126,6.199986934661865
127,6.829712867736816
128,7.321384429931641
129,5.250837802886963
130,7.2097063064575195
131,5.703101634979248
132,3.6104977130889893
133,7.993422508239746
134,4.856349468231201
135,5.446626663208008
136,7.4168548583984375
137,4.822746276855469
138,7.9218058586120605
139,5.708283424377441
140,4.668334484100342
141,5.6732659339904785
142,7.9662370681762695
