aime-math_num,perplexity
1,6.1029744148254395
2,4.996836185455322
3,5.874101638793945
4,3.9650626182556152
5,4.652535915374756
6,9.803378105163574
7,10.6194486618042
8,12.744086265563965
9,6.343520641326904
10,8.004143714904785
11,3.0686538219451904
12,23.804353713989258
13,5.677979946136475
14,3.3392326831817627
15,4.122927188873291
16,3.2650978565216064
17,7.19219970703125
18,3.2306618690490723
19,4.985073566436768
20,5.840978145599365
21,4.870327949523926
22,4.571102619171143
23,6.52791690826416
24,5.140737056732178
25,6.5264058113098145
26,13.406326293945312
27,3.230229377746582
28,7.7174811363220215
29,9.896415710449219
30,5.513855457305908
31,3.9435925483703613
32,8.639853477478027
33,11.065669059753418
34,3.354891777038574
35,9.52623462677002
36,3.9755356311798096
37,3.260823965072632
38,5.645736217498779
39,3.2983484268188477
40,6.606271743774414
41,5.580021381378174
42,3.01061749458313
43,5.007943153381348
44,7.900550365447998
45,6.671408176422119
46,2.5411324501037598
47,8.271089553833008
48,8.556474685668945
49,7.749809265136719
50,5.679621696472168
51,6.431341648101807
52,7.244784355163574
53,7.479433059692383
54,2.8188703060150146
55,6.0292205810546875
56,6.43082857131958
57,8.433488845825195
58,4.873917579650879
59,7.926761150360107
60,8.736084938049316
61,6.328135967254639
62,12.443696975708008
63,7.036141395568848
64,10.573176383972168
65,3.3809542655944824
66,4.896185398101807
67,10.117216110229492
68,8.5736665725708
69,7.268205642700195
70,5.768520832061768
71,2.6479151248931885
72,8.487531661987305
73,4.070424556732178
74,9.01071834564209
75,6.922672748565674
76,5.600968837738037
77,5.184615612030029
78,31.239105224609375
79,5.560366630554199
80,5.083477973937988
81,5.861271381378174
82,6.521446228027344
83,19.832502365112305
84,8.94366455078125
85,4.353391647338867
86,11.439579010009766
87,8.305228233337402
88,1.557039499282837
89,11.550854682922363
90,4.979684829711914
91,5.617875099182129
92,5.208920478820801
93,5.509308815002441
94,6.072238922119141
95,8.367117881774902
96,4.088035583496094
97,6.6931047439575195
98,14.679229736328125
99,5.856226921081543
100,10.751200675964355
101,11.098082542419434
102,6.213709354400635
103,3.505194902420044
104,5.590726852416992
105,4.525675296783447
106,18.06283950805664
107,15.370506286621094
108,17.411178588867188
109,8.963889122009277
110,4.108372688293457
111,2.4365954399108887
112,3.4075284004211426
113,6.96561861038208
