chinese_num,perplexity
1,5.824794292449951
2,4.854241847991943
3,13.14116096496582
4,12.562410354614258
5,6.579286098480225
6,4.064356327056885
7,6.812873363494873
8,7.037779808044434
9,22.048173904418945
10,4.871622562408447
11,7.608281135559082
12,39.131614685058594
13,3.7073917388916016
14,11.114200592041016
15,20.948471069335938
16,4.4810285568237305
17,28.724733352661133
18,20.07225799560547
19,9.492422103881836
20,15.946139335632324
21,8.879185676574707
22,9.331244468688965
23,7.3487138748168945
24,9.07033920288086
25,18.849613189697266
26,11.440800666809082
27,3.77895188331604
28,6.575293064117432
29,23.297325134277344
30,5.212316989898682
31,13.039200782775879
32,18.299489974975586
33,7.202147960662842
34,10.516207695007324
35,4.3317742347717285
36,11.896627426147461
37,13.360884666442871
38,10.910989761352539
39,12.25647258758545
40,14.15408706665039
41,7.841907501220703
42,9.901863098144531
43,8.671066284179688
44,11.449955940246582
45,5.867979049682617
46,2.4659833908081055
47,4.5335259437561035
48,26.284992218017578
49,6.210878849029541
50,10.263725280761719
51,9.852864265441895
52,11.927353858947754
53,14.768376350402832
54,76.58051300048828
55,6.296519756317139
56,14.026578903198242
57,4.506581783294678
58,13.027345657348633
59,4.060086250305176
60,11.070286750793457
61,16.66795539855957
62,6.796868324279785
63,20.003076553344727
64,15.785455703735352
65,6.216366767883301
66,6.3443284034729
67,2.7781383991241455
68,4.512646675109863
69,14.363178253173828
70,2.170745611190796
71,5.414250373840332
72,20.383546829223633
73,6.694400787353516
74,6.709644794464111
75,5.508726119995117
76,4.879852771759033
77,4.913703441619873
78,10.884952545166016
79,14.28824520111084
80,7.452229022979736
81,6.447506427764893
82,7.255677223205566
83,8.67463493347168
84,9.47927474975586
85,5.282993793487549
86,22.27213478088379
87,4.347335338592529
88,14.951620101928711
89,3.8039932250976562
90,9.09554386138916
91,5.343997478485107
92,4.688318252563477
93,8.887004852294922
94,13.241264343261719
95,11.74110221862793
96,13.79764461517334
97,9.893752098083496
98,11.819369316101074
99,9.552423477172852
100,8.039527893066406
101,4.35698127746582
102,2.2942447662353516
103,3.9363415241241455
104,8.060428619384766
105,11.862404823303223
106,7.850087642669678
107,9.199559211730957
108,10.19196605682373
109,2.907493829727173
110,4.2312726974487305
