chinese_num,perplexity
1,5.870028972625732
2,4.951175212860107
3,13.509773254394531
4,12.656157493591309
5,6.59401273727417
6,4.091206073760986
7,6.94309139251709
8,7.016106605529785
9,22.448545455932617
10,5.045632362365723
11,7.618317127227783
12,39.60033416748047
13,3.7849864959716797
14,11.266895294189453
15,21.20311164855957
16,4.541108131408691
17,28.424762725830078
18,19.8550968170166
19,9.687511444091797
20,16.1004695892334
21,8.96998405456543
22,9.438726425170898
23,7.494918346405029
24,9.128561973571777
25,19.034399032592773
26,11.598532676696777
27,4.014387607574463
28,6.684542655944824
29,23.800931930541992
30,5.324034214019775
31,13.24179744720459
32,18.708415985107422
33,7.170461177825928
34,10.6981201171875
35,4.414557456970215
36,12.238622665405273
37,13.721281051635742
38,11.10746955871582
39,12.501359939575195
40,14.713066101074219
41,7.967906475067139
42,9.98782730102539
43,8.805801391601562
44,11.796707153320312
45,5.994482517242432
46,2.507495641708374
47,4.706788539886475
48,27.24335289001465
49,6.331730365753174
50,10.37170124053955
51,10.073386192321777
52,12.258147239685059
53,15.071333885192871
54,91.24327850341797
55,6.383467674255371
56,14.5016508102417
57,4.568166732788086
58,13.2783784866333
59,4.122865200042725
60,11.352953910827637
61,17.059717178344727
62,6.856375694274902
63,20.31878089904785
64,16.3619441986084
65,6.384202003479004
66,6.4770894050598145
67,2.8033580780029297
68,4.5392937660217285
69,14.662593841552734
70,2.2890396118164062
71,5.5401692390441895
72,20.72576904296875
73,6.703805923461914
74,6.793145179748535
75,5.630162715911865
76,4.956226348876953
77,4.998780250549316
78,10.814192771911621
79,15.32663345336914
80,7.546057224273682
81,6.599549293518066
82,7.47150182723999
83,8.775700569152832
84,9.622135162353516
85,5.405340671539307
86,22.88558578491211
87,4.399260997772217
88,15.142447471618652
89,3.8505859375
90,9.074838638305664
91,5.385051727294922
92,4.748269081115723
93,8.974623680114746
94,13.358709335327148
95,11.934473991394043
96,14.178753852844238
97,10.062315940856934
98,12.013073921203613
99,9.648848533630371
100,8.153465270996094
101,4.634220600128174
102,2.3638734817504883
103,4.242884635925293
104,8.103158950805664
105,12.034984588623047
106,7.946717262268066
107,9.32634449005127
108,10.3031005859375
109,2.9716415405273438
110,4.281436920166016
